DUF2017	PF09438	Domain of unknown function (DUF2017)
DUF2018	PF09442	Domain of unknown function (DUF2018)
DUF2019	PF09450	Domain of unknown function (DUF2019)
DUF202	PF02656	Domain of unknown function (DUF202)
DUF2020	PF09449	Domain of unknown function (DUF2020)
DUF2023	PF09633	Protein of unknown function (DUF2023)
DUF2024	PF09630	Domain of unknown function (DUF2024)
DUF2025	PF09634	Protein of unknown function (DUF2025)
DUF2026	PF09641	Protein of unknown function (DUF2026)
DUF2027	PF09640	Domain of unknown function (DUF2027)
DUF2028	PF09667	Domain of unknown function (DUF2028)
DUF2031	PF09592	Protein of unknown function (DUF2031)
DUF2034	PF10356	Protein of unknown function (DUF2034)
DUF2039	PF10217	Uncharacterized conserved protein (DUF2039)
DUF2040	PF09745	Coiled-coil domain-containing protein 55 (DUF2040)
DUF2043	PF09740	Uncharacterized conserved protein (DUF2043)
DUF2045	PF09741	Uncharacterized conserved protein (DUF2045)
DUF2046	PF09755	Uncharacterized conserved protein H4 (DUF2046)
DUF2048	PF09752	Abhydrolase domain containing 18
DUF2052	PF09747	Coiled-coil domain containing protein (DUF2052)
DUF2053	PF09767	Predicted membrane protein (DUF2053)
DUF2054	PF10218	Uncharacterized conserved protein (DUF2054)
DUF2057	PF09829	Uncharacterized protein conserved in bacteria (DUF2057)
DUF2058	PF09831	Uncharacterized protein conserved in bacteria (DUF2058)
DUF2059	PF09832	Uncharacterized protein conserved in bacteria (DUF2059)
DUF2061	PF09834	Predicted membrane protein (DUF2061)
DUF2062	PF09835	Uncharacterized protein conserved in bacteria (DUF2062)
DUF2063	PF09836	Putative DNA-binding domain
DUF2064	PF09837	Uncharacterized protein conserved in bacteria (DUF2064)
DUF2065	PF09838	Uncharacterized protein conserved in bacteria (DUF2065)
DUF2066	PF09839	Uncharacterized protein conserved in bacteria (DUF2066)
DUF2067	PF09840	Uncharacterized protein conserved in archaea (DUF2067)
DUF2069	PF09842	Predicted membrane protein (DUF2069)
DUF2070	PF09843	Predicted membrane protein (DUF2070)
DUF2071	PF09844	Uncharacterized conserved protein (COG2071)
DUF2072	PF09845	Zn-ribbon containing protein
DUF2073	PF09846	Uncharacterized protein conserved in archaea (DUF2073)
DUF2075	PF09848	Uncharacterized conserved protein (DUF2075)
DUF2076	PF09849	Uncharacterized protein conserved in bacteria (DUF2076)
DUF2079	PF09852	Predicted membrane protein (DUF2079)
DUF2080	PF09853	Putative transposon-encoded protein (DUF2080)
DUF2083	PF09856	Predicted transcriptional regulator (DUF2083)
DUF2085	PF09858	Predicted membrane protein (DUF2085)
DUF2087	PF09860	Uncharacterized protein conserved in bacteria (DUF2087)
DUF2089	PF09862	Protein of unknown function (DUF2089)
DUF2090	PF09863	Uncharacterized protein conserved in bacteria (DUF2090)
DUF2092	PF09865	Predicted periplasmic protein (DUF2092)
DUF2093	PF09866	Uncharacterized protein conserved in bacteria (DUF2093)
DUF2095	PF09868	Uncharacterized protein conserved in archaea (DUF2095)
DUF2096	PF09869	Uncharacterized protein conserved in archaea (DUF2096)
DUF2097	PF09870	Uncharacterized protein conserved in archaea (DUF2097)
DUF2098	PF09871	Uncharacterized protein conserved in archaea (DUF2098)
DUF2099	PF09872	Uncharacterized protein conserved in archaea (DUF2099)
DUF21	PF01595	Cyclin M transmembrane N-terminal domain
DUF2100	PF09873	Uncharacterized protein conserved in archaea (DUF2100)
DUF2101	PF09874	Predicted membrane protein (DUF2101)
DUF2102	PF09875	Uncharacterized protein conserved in archaea (DUF2102)
DUF2103	PF09876	Predicted metal-binding protein (DUF2103)
DUF2104	PF09877	Predicted membrane protein (DUF2104)
DUF2105	PF09878	Predicted membrane protein (DUF2105)
DUF2106	PF09879	Predicted membrane protein (DUF2106)
DUF2107	PF09880	Predicted membrane protein (DUF2107)
DUF2108	PF09881	Predicted membrane protein (DUF2108)
DUF2109	PF09882	Predicted membrane protein (DUF2109)
DUF211	PF02680	Uncharacterized ArCR, COG1888
DUF2110	PF09883	Uncharacterized protein conserved in archaea (DUF2110)
DUF2111	PF09884	Uncharacterized protein conserved in archaea (DUF2111)
DUF2112	PF09885	Uncharacterized protein conserved in archaea (DUF2112)
DUF2113	PF09886	Uncharacterized protein conserved in archaea (DUF2113)
DUF2114	PF09887	Uncharacterized protein conserved in archaea (DUF2114)
DUF2115	PF09888	Uncharacterized protein conserved in archaea (DUF2115)
DUF2116	PF09889	Uncharacterized protein containing a Zn-ribbon (DUF2116)
DUF2117	PF09890	Uncharacterized protein conserved in archaea (DUF2117)
DUF2118	PF09891	Uncharacterized protein conserved in archaea (DUF2118)
DUF2119	PF09892	Uncharacterized protein conserved in archaea (DUF2119)
DUF212	PF02681	Divergent PAP2 family
DUF2120	PF09893	Uncharacterized protein conserved in archaea (DUF2120)
DUF2121	PF09894	Uncharacterized protein conserved in archaea (DUF2121)
DUF2122	PF09895	RecB-family nuclease (DUF2122)
DUF2124	PF09897	Uncharacterized protein conserved in archaea (DUF2124)
DUF2125	PF09898	Uncharacterized protein conserved in bacteria (DUF2125)
DUF2126	PF09899	Putative amidoligase enzyme (DUF2126)
DUF2127	PF09900	Predicted membrane protein (DUF2127)
DUF2129	PF09902	Uncharacterized protein conserved in bacteria (DUF2129)
DUF2130	PF09903	Uncharacterized protein conserved in bacteria (DUF2130)
DUF2135	PF09906	Uncharacterized protein conserved in bacteria (DUF2135)
DUF2138	PF09909	Uncharacterized protein conserved in bacteria (DUF2138)
DUF2139	PF09910	Uncharacterized protein conserved in archaea (DUF2139)
DUF2140	PF09911	Uncharacterized protein conserved in bacteria (DUF2140)
DUF2141	PF09912	Uncharacterized protein conserved in bacteria (DUF2141)
DUF2142	PF09913	Predicted membrane protein (DUF2142)
DUF2145	PF09916	Uncharacterized protein conserved in bacteria (DUF2145)
DUF2147	PF09917	Uncharacterized protein conserved in bacteria (DUF2147)
DUF2148	PF09918	Uncharacterized protein containing a ferredoxin domain (DUF2148)
DUF2149	PF09919	Uncharacterized conserved protein (DUF2149)
DUF2150	PF09920	Uncharacterized protein conserved in archaea (DUF2150)
DUF2151	PF10221	Cell cycle and development regulator
DUF2152	PF10222	Uncharacterized conserved protein (DUF2152)
DUF2153	PF09921	Uncharacterized protein conserved in archaea (DUF2153)
DUF2154	PF09922	Cell wall-active antibiotics response 4TMS YvqF
DUF2155	PF09923	Uncharacterized protein conserved in bacteria (DUF2155)
DUF2156	PF09924	Uncharacterised conserved protein (DUF2156)
DUF2157	PF09925	Predicted membrane protein (DUF2157)
DUF2158	PF09926	Uncharacterized small protein (DUF2158)
DUF2160	PF09928	Predicted small integral membrane protein (DUF2160)
DUF2161	PF09929	Putative PD-(D/E)XK phosphodiesterase (DUF2161)
DUF2162	PF09930	Predicted transporter (DUF2162)
DUF2163	PF09931	Uncharacterized conserved protein (DUF2163)
DUF2164	PF09932	Uncharacterized conserved protein (DUF2164)
DUF2165	PF09933	Predicted small integral membrane protein (DUF2165)
DUF2167	PF09935	Protein of unknown function (DUF2167)
DUF2169	PF09937	Uncharacterized protein conserved in bacteria (DUF2169)
DUF2170	PF09938	Uncharacterized protein conserved in bacteria (DUF2170)
DUF2171	PF09939	Uncharacterized protein conserved in bacteria (DUF2171)
DUF2172	PF09940	Domain of unknown function (DUF2172)
DUF2173	PF09941	Uncharacterized conserved protein (DUF2173)
DUF2175	PF09943	Uncharacterized protein conserved in archaea (DUF2175)
DUF2177	PF09945	Predicted membrane protein (DUF2177)
DUF2178	PF09946	Predicted membrane protein (DUF2178)
DUF2179	PF10035	Uncharacterized protein conserved in bacteria (DUF2179)
DUF218	PF02698	DUF218 domain
DUF2180	PF09947	Uncharacterized protein conserved in archaea (DUF2180)
DUF2181	PF10223	Uncharacterized conserved protein (DUF2181)
DUF2182	PF09948	Predicted metal-binding integral membrane protein (DUF2182)
DUF2183	PF09949	Uncharacterized conserved protein (DUF2183)
DUF2184	PF09950	Uncharacterized protein conserved in bacteria (DUF2184)
DUF2185	PF09951	Protein of unknown function (DUF2185)
DUF2187	PF09953	Uncharacterized protein conserved in bacteria (DUF2187)
DUF2188	PF09954	Uncharacterized protein conserved in bacteria (DUF2188)
DUF2189	PF09955	Predicted integral membrane protein (DUF2189)
DUF2190	PF09956	Uncharacterized conserved protein (DUF2190)
DUF2192	PF09958	Uncharacterized protein conserved in archaea (DUF2192)
DUF2193	PF09959	Uncharacterized protein conserved in archaea (DUF2193)
DUF2194	PF09960	Uncharacterised protein conserved in bacteria (DUF2194)
DUF2195	PF09961	Uncharacterized protein conserved in bacteria (DUF2195)
DUF2196	PF09962	Uncharacterized conserved protein (DUF2196)
DUF2197	PF09963	Uncharacterized protein conserved in bacteria (DUF2197)
DUF2198	PF09964	Uncharacterized protein conserved in bacteria (DUF2198)
DUF2199	PF09965	Uncharacterized protein conserved in bacteria (DUF2199)
DUF22	PF01629	Domain of unknown function DUF22
DUF220	PF02713	Domain of unknown function DUF220
DUF2200	PF09966	Uncharacterized protein conserved in bacteria (DUF2200)
DUF2201	PF09967	VWA-like domain (DUF2201)
DUF2201_N	PF13203	Putative metallopeptidase domain
DUF2202	PF09968	Uncharacterized protein domain (DUF2202)
DUF2203	PF09969	Uncharacterized conserved protein (DUF2203)
DUF2204	PF09970	Nucleotidyl transferase of unknown function (DUF2204)
DUF2205	PF10224	Short coiled-coil protein
DUF2206	PF09971	Predicted membrane protein (DUF2206)
DUF2207	PF09972	Predicted membrane protein (DUF2207)
DUF2208	PF09973	Predicted membrane protein (DUF2208)
DUF2209	PF09974	Uncharacterized protein conserved in archaea (DUF2209)
DUF2213	PF09979	Uncharacterized protein conserved in bacteria (DUF2213)
DUF2214	PF09980	Predicted membrane protein (DUF2214)
DUF2218	PF09981	Uncharacterized protein conserved in bacteria (DUF2218)
DUF2219	PF09982	Uncharacterized protein conserved in bacteria (DUF2219)
DUF222	PF02720	Domain of unknown function (DUF222)
DUF2220	PF09983	Uncharacterized protein conserved in bacteria C-term(DUF2220)
DUF2222	PF09984	Uncharacterised signal transduction histidine kinase domain (DUF2222)
DUF2225	PF09986	Uncharacterized protein conserved in bacteria (DUF2225)
DUF2226	PF09987	Uncharacterized protein conserved in archaea (DUF2226)
DUF2227	PF09988	Uncharacterized metal-binding protein (DUF2227)
DUF2228	PF10228	Uncharacterised conserved protein (DUF2228)
DUF2229	PF09989	CoA enzyme activase uncharacterised domain (DUF2229)
DUF223	PF02721	Domain of unknown function DUF223
DUF2231	PF09990	Predicted membrane protein (DUF2231)
DUF2232	PF09991	Predicted membrane protein (DUF2232)
DUF2235	PF09994	Uncharacterized alpha/beta hydrolase domain (DUF2235)
DUF2236	PF09995	Uncharacterized protein conserved in bacteria (DUF2236)
DUF2237	PF09996	Uncharacterized protein conserved in bacteria (DUF2237)
DUF2238	PF09997	Predicted membrane protein (DUF2238)
DUF2239	PF09998	Uncharacterized protein conserved in bacteria (DUF2239)
DUF2240	PF09999	Uncharacterized protein conserved in archaea (DUF2240)
DUF2242	PF10001	Uncharacterized protein conserved in bacteria (DUF2242)
DUF2243	PF10002	Predicted membrane protein (DUF2243)
DUF2244	PF10003	Integral membrane protein (DUF2244)
DUF2247	PF10004	Uncharacterized protein conserved in bacteria (DUF2247)
DUF2249	PF10006	Uncharacterized conserved protein (DUF2249)
DUF2250	PF10007	Uncharacterized protein conserved in archaea (DUF2250)
DUF2251	PF10008	Uncharacterized protein conserved in bacteria (DUF2251)
DUF2252	PF10009	Uncharacterized protein conserved in bacteria (DUF2252)
DUF2254	PF10011	Predicted membrane protein (DUF2254)
DUF2255	PF10012	Uncharacterized protein conserved in bacteria (DUF2255)
DUF2256	PF10013	Uncharacterized protein conserved in bacteria (DUF2256)
DUF2258	PF10015	Uncharacterized protein conserved in archaea (DUF2258)
DUF2259	PF10016	Predicted secreted protein (DUF2259)
DUF226	PF02890	Borrelia family of unknown function DUF226
DUF2262	PF10020	Uncharacterized protein conserved in bacteria (DUF2262)
DUF2263	PF10021	Uncharacterized protein conserved in bacteria (DUF2263)
DUF2264	PF10022	Uncharacterized protein conserved in bacteria (DUF2264)
DUF2267	PF10025	Uncharacterized conserved protein (DUF2267)
DUF2268	PF10026	Predicted Zn-dependent protease (DUF2268)
DUF2269	PF10027	Predicted integral membrane protein (DUF2269)
DUF2270	PF10028	Predicted integral membrane protein (DUF2270)
DUF2271	PF10029	Predicted periplasmic protein (DUF2271)
DUF2272	PF10030	Uncharacterized protein conserved in bacteria (DUF2272)
DUF2273	PF10031	Small integral membrane protein (DUF2273)
DUF2274	PF10038	Protein of unknown function (DUF2274)
DUF2275	PF10039	Predicted integral membrane protein (DUF2275)
DUF2277	PF10041	Uncharacterized conserved protein (DUF2277)
DUF2278	PF10042	Uncharacterized conserved protein (DUF2278)
DUF2279	PF10043	Predicted periplasmic lipoprotein (DUF2279)
DUF228	PF02989	Lyme disease proteins of unknown function
DUF2280	PF10045	Uncharacterized conserved protein (DUF2280)
DUF2281	PF10047	Protein of unknown function (DUF2281)
DUF2282	PF10048	Predicted integral membrane protein (DUF2282)
DUF2283	PF10049	Protein of unknown function (DUF2283)
DUF2284	PF10050	Predicted metal-binding protein (DUF2284)
DUF2285	PF10074	Uncharacterized conserved protein (DUF2285)
DUF2286	PF10051	Uncharacterized protein conserved in archaea (DUF2286)
DUF2288	PF10052	Protein of unknown function (DUF2288)
DUF229	PF02995	Protein of unknown function (DUF229)
DUF2290	PF10053	Uncharacterized conserved protein (DUF2290)
DUF2291	PF10054	Predicted periplasmic lipoprotein (DUF2291)
DUF2292	PF10055	Uncharacterized small protein (DUF2292)
DUF2293	PF10056	Uncharacterized conserved protein (DUF2293)
DUF2294	PF10057	Uncharacterized conserved protein (DUF2294)
DUF2298	PF10060	Uncharacterized membrane protein (DUF2298)
DUF2299	PF10061	Uncharacterized conserved protein (DUF2299)
DUF2300	PF10062	Predicted secreted protein (DUF2300)
DUF2301	PF10063	Uncharacterized integral membrane protein (DUF2301)
DUF2303	PF10065	Uncharacterized conserved protein (DUF2303)
DUF2304	PF10066	Uncharacterized conserved protein (DUF2304)
DUF2306	PF10067	Predicted membrane protein (DUF2306)
DUF2309	PF10070	Uncharacterized protein conserved in bacteria (DUF2309)
DUF2310	PF10071	Zn-ribbon-containing, possibly nucleic-acid-binding protein (DUF2310)
DUF2312	PF10073	Uncharacterized protein conserved in bacteria (DUF2312)
DUF2313	PF10076	Uncharacterised protein conserved in bacteria (DUF2313)
DUF2314	PF10077	Uncharacterized protein conserved in bacteria (DUF2314)
DUF2315	PF10231	Apoptogenic protein 1
DUF2316	PF10078	Uncharacterized protein conserved in bacteria (DUF2316)
DUF2318	PF10080	Predicted membrane protein (DUF2318)
DUF2321	PF10083	Uncharacterized protein conserved in bacteria (DUF2321)
DUF2322	PF10084	Uncharacterized protein conserved in bacteria (DUF2322)
DUF2325	PF10087	Uncharacterized protein conserved in bacteria (DUF2325)
DUF2326	PF10088	Uncharacterised protein conserved in bacteria (DUF2326)
DUF2330	PF10092	Uncharacterized protein conserved in bacteria (DUF2330)
DUF2332	PF10094	Uncharacterized protein conserved in bacteria (DUF2332)
DUF2333	PF10095	Uncharacterized protein conserved in bacteria (DUF2333)
DUF2334	PF10096	Uncharacterized protein conserved in bacteria (DUF2334)
DUF2335	PF10097	Predicted membrane protein (DUF2335)
DUF2336	PF10098	Uncharacterised protein conserved in bacteria (DUF2336)
DUF2339	PF10101	Predicted membrane protein (DUF2339)
DUF234	PF03008	Archaea bacterial proteins of unknown function
DUF2340	PF10209	Uncharacterized conserved protein (DUF2340)
DUF2341	PF10102	Domain of unknown function (DUF2341)
DUF2344	PF10105	Uncharacterized protein conserved in bacteria (DUF2344)
DUF2345	PF10106	Uncharacterized protein conserved in bacteria (DUF2345)
DUF2347	PF09804	Uncharacterized conserved protein (DUF2347)
DUF2353	PF09789	Uncharacterized coiled-coil protein (DUF2353)
DUF2357	PF09823	Domain of unknown function (DUF2357)
DUF2358	PF10184	Uncharacterized conserved protein (DUF2358)
DUF236	PF03057	DUF236 repeat
DUF2362	PF10154	Uncharacterized conserved protein (DUF2362)
DUF2367	PF10164	Uncharacterized conserved protein (DUF2367)
DUF2368	PF10166	Uncharacterised conserved protein (DUF2368)
DUF2369	PF10179	Uncharacterised conserved protein (DUF2369)
DUF237	PF03072	Domain of unknown function (DUF237)
DUF2370	PF10176	Protein of unknown function (DUF2370)
DUF2371	PF10177	Uncharacterised conserved protein (DUF2371)
DUF2373	PF10180	Uncharacterised conserved protein (DUF2373)
DUF2374	PF09574	Protein  of unknown function (Duf2374)
DUF2375	PF09558	Protein of unknown function (DUF2375)
DUF2378	PF09536	Protein of unknown function (DUF2378)
DUF2379	PF09543	Protein of unknown function (DUF2379)
DUF2380	PF09533	Predicted lipoprotein of unknown function (DUF2380)
DUF2381	PF09544	Protein of unknown function (DUF2381)
DUF2382	PF09557	Domain of unknown function (DUF2382)
DUF2383	PF09537	Domain of unknown function (DUF2383)
DUF2384	PF09722	Protein of unknown function (DUF2384)
DUF2385	PF09539	Protein of unknown function (DUF2385)
DUF2387	PF09526	Probable metal-binding protein (DUF2387)
DUF2388	PF09498	Protein of unknown function (DUF2388)
DUF2389	PF09493	Tryptophan-rich protein (DUF2389)
DUF2390	PF09523	Protein of unknown function (DUF2390)
DUF2391	PF09622	Putative integral membrane protein (DUF2391)
DUF2393	PF09624	Protein of unknown function (DUF2393)
DUF2396	PF09654	Protein of unknown function (DUF2396)
DUF2397	PF09660	Protein of unknown function (DUF2397)
DUF2398	PF09661	Protein of unknown function (DUF2398)
DUF2399	PF09664	Protein of unknown function C-terminus (DUF2399)
DUF240	PF03086	Domain of unknown function (DUF240)
DUF2400	PF09674	Protein of unknown function (DUF2400)
DUF2401	PF10287	Putative TOS1-like glycosyl hydrolase (DUF2401)
DUF2403	PF10290	Glycine-rich protein domain (DUF2403)
DUF2405	PF10293	Domain of unknown function (DUF2405)
DUF2406	PF10295	Uncharacterised protein (DUF2406)
DUF2407	PF10302	DUF2407 ubiquitin-like domain
DUF2407_C	PF13373	DUF2407 C-terminal domain
DUF2408	PF10303	Protein of unknown function (DUF2408)
DUF241	PF03087	Arabidopsis protein of unknown function
DUF2415	PF10313	Uncharacterised protein domain (DUF2415)
DUF2417	PF10329	Region of unknown function (DUF2417)
DUF2418	PF10332	Protein of unknown function (DUF2418)
DUF2420	PF10336	Protein of unknown function (DUF2420)
DUF2423	PF10338	Protein of unknown function (DUF2423)
DUF2427	PF10348	Domain of unknown function (DUF2427)
DUF2428	PF10350	Putative death-receptor fusion protein (DUF2428)
DUF243	PF03103	Domain of unknown function (DUF243)
DUF2430	PF10353	Protein of unknown function (DUF2430)
DUF2431	PF10354	Domain of unknown function (DUF2431)
DUF2433	PF10360	Protein of unknown function (DUF2433)
DUF2434	PF10361	Protein of unknown function (DUF2434)
DUF2436	PF10365	Domain of unknown function (DUF2436)
DUF2437	PF10370	Domain of unknown function (DUF2437)
DUF2439	PF10382	Protein of unknown function (DUF2439)
DUF244	PF03112	Uncharacterized protein family (ORF7) DUF
DUF2441	PF10386	Protein of unknown function (DUF2441)
DUF2442	PF10387	Protein of unknown function (DUF2442)
DUF2443	PF10398	Protein of unknown function (DUF2443)
DUF2448	PF10476	Protein of unknown function C-terminus (DUF2448)
DUF2451	PF10474	Protein of unknown function C-terminus (DUF2451)
DUF2452	PF10504	Protein of unknown function (DUF2452)
DUF2456	PF10445	Protein of unknown function (DUF2456)
DUF2457	PF10446	Protein of unknown function (DUF2457)
DUF2458	PF10454	Protein of unknown function (DUF2458)
DUF2459	PF09601	Protein of unknown function (DUF2459)
DUF2460	PF09343	Conserved hypothetical protein 2217 (DUF2460)
DUF2461	PF09365	Conserved hypothetical protein (DUF2461)
DUF2462	PF09495	Protein of unknown function (DUF2462)
DUF2463	PF09591	Protein of unknown function (DUF2463)
DUF2464	PF10240	Multivesicular body subunit 12
DUF2465	PF10239	Protein of unknown function (DUF2465)
DUF2469	PF10611	Protein of unknown function (DUF2469)
DUF247	PF03140	Plant protein of unknown function
DUF2470	PF10615	Protein of unknown function (DUF2470)
DUF2471	PF10616	Protein of unknown function (DUF2471)
DUF2474	PF10617	Protein of unknown function (DUF2474)
DUF2475	PF10629	Protein of unknown function (DUF2475)
DUF2476	PF10630	Protein of unknown function (DUF2476)
DUF2477	PF10631	Protein of unknown function (DUF2477)
DUF2478	PF10649	Protein of unknown function (DUF2478)
DUF2480	PF10652	Protein of unknown function (DUF2480)
DUF2481	PF10654	Protein of unknown function (DUF2481)
DUF2482	PF10655	Hypothetical protein of unknown function (DUF2482)
DUF2483	PF10656	Hypothetical protein of unknown function (DUF2483)
DUF2484	PF10658	Protein of unknown function (DUF2484)
DUF2486	PF10667	Protein of unknown function (DUF2486)
DUF2487	PF10673	Protein of unknown function (DUF2487)
DUF2489	PF10675	Protein of unknown function (DUF2489)
DUF249	PF03158	Multigene family 530 protein
DUF2490	PF10677	Protein of unknown function (DUF2490)
DUF2491	PF10679	Protein of unknown function (DUF2491)
DUF2492	PF10678	Protein of unknown function (DUF2492)
DUF2496	PF10689	Protein of unknown function (DUF2496)
DUF2497	PF10691	Protein of unknown function (DUF2497)
DUF2498	PF10692	Protein of unknown function (DUF2498)
DUF2499	PF10693	Protein of unknown function (DUF2499)
DUF2500	PF10694	Protein of unknown function (DUF2500)
DUF2501	PF10696	Protein of unknown function (DUF2501)
DUF2502	PF10697	Protein of unknown function (DUF2502)
DUF2505	PF10698	Protein of unknown function (DUF2505)
DUF2507	PF10702	Protein of unknown function (DUF2507)
DUF2508	PF10704	Protein of unknown function (DUF2508)
DUF2509	PF10713	Protein of unknown function (DUF2509)
DUF2510	PF10708	Protein of unknown function (DUF2510)
DUF2511	PF10709	Protein of unknown function (DUF2511)
DUF2512	PF10710	Protein of unknown function (DUF2512)
DUF2513	PF10711	Hypothetical protein (DUF2513)
DUF2514	PF10721	Protein of unknown function (DUF2514)
DUF2515	PF10720	Protein of unknown function (DUF2515)
DUF2516	PF10724	Protein of unknown function (DUF2516)
DUF2517	PF10725	Protein of unknown function (DUF2517)
DUF2518	PF10726	Protein of function (DUF2518)
DUF2520	PF10728	Domain of unknown function (DUF2520)
DUF2521	PF10730	Protein of unknown function (DUF2521)
DUF2523	PF10734	Protein of unknown function (DUF2523)
DUF2524	PF10732	Protein of unknown function (DUF2524)
DUF2525	PF10733	Protein of unknown function (DUF2525)
DUF2526	PF10735	Protein of unknown function (DUF2526)
DUF2527	PF10736	Protein of unknown function (DUF2627)
DUF2528	PF10800	Protein of unknown function (DUF2528)
DUF2529	PF10740	Domain of unknown function (DUF2529)
DUF2530	PF10745	Protein of unknown function (DUF2530)
DUF2532	PF10811	Protein of unknown function (DUF2532)
DUF2533	PF10752	Protein of unknown function (DUF2533)
DUF2534	PF10749	Protein of unknown function (DUF2534)
DUF2535	PF10751	Protein of unknown function (DUF2535)
DUF2536	PF10750	Protein of unknown function (DUF2536)
DUF2537	PF10801	Protein of unknown function (DUF2537)
DUF2538	PF10804	Protein of unknown function (DUF2538)
DUF2540	PF10802	Protein of unknown function (DUF2540)
DUF2541	PF10807	Protein of unknown function (DUF2541)
DUF2542	PF10808	Protein of unknown function (DUF2542)
DUF2543	PF10820	Protein of unknown function (DUF2543)
DUF2544	PF11245	Protein of unknown function (DUF2544)
DUF2545	PF10810	Protein of unknown function (DUF2545)
DUF2547	PF10818	Protein of unknown function (DUF2547)
DUF2550	PF10739	Protein of unknown function (DUF2550)
DUF2551	PF10826	Protein of unknown function (DUF2551)
DUF2552	PF10827	Protein of unknown function (DUF2552)
DUF2553	PF10830	Protein of unknown function (DUF2553)
DUF2554	PF10829	Protein of unknown function (DUF2554)
DUF2555	PF10742	Protein of unknown function (DUF2555)
DUF2556	PF10831	Protein of unknown function (DUF2556)
DUF2559	PF10832	Protein of unknown function (DUF2559)
DUF2560	PF10834	Protein of unknown function (DUF2560)
DUF2561	PF10812	Protein of unknown function (DUF2561)
DUF2563	PF10817	Protein of unknown function (DUF2563)
DUF2564	PF10819	Protein of unknown function (DUF2564)
DUF2567	PF10821	Protein of unknown function (DUF2567)
DUF2568	PF10823	Protein of unknown function (DUF2568)
DUF2569	PF10754	Protein of unknown function (DUF2569)
DUF257	PF03192	Pyrococcus protein of unknown function, DUF257
DUF2570	PF10828	Protein of unknown function (DUF2570)
DUF2572	PF10833	Protein of unknown function (DUF2572)
DUF2573	PF10835	Protein of unknown function (DUF2573)
DUF2574	PF10836	Protein of unknown function (DUF2574)
DUF2575	PF10837	Protein of unknown function (DUF2575)
DUF2576	PF10845	Protein of unknown function (DUF2576)
DUF2577	PF10844	Protein of unknown function (DUF2577)
DUF2582	PF10771	Winged helix-turn-helix domain (DUF2582)
DUF2583	PF10762	Protein of unknown function (DUF2583)
DUF2584	PF10763	Protein of unknown function (DUF2584)
DUF2585	PF10755	Protein of unknown function (DUF2585)
DUF2586	PF10758	Protein of unknown function (DUF2586)
DUF2587	PF10759	Protein of unknown function (DUF2587)
DUF2589	PF11655	Protein of unknown function (DUF2589)
DUF2590	PF10761	Protein of unknown function (DUF2590)
DUF2591	PF10765	Protein of unknown function (DUF2591)
DUF2593	PF10767	Protein of unknown function (DUF2593)
DUF2594	PF10769	Protein of unknown function (DUF2594)
DUF2597	PF10772	Protein of unknown function (DUF2597)
DUF2599	PF10783	Protein of unknown function (DUF2599)
DUF2600	PF10776	Protein of unknown function (DUF2600)
DUF2603	PF10788	Protein of unknown function (DUF2603)
DUF2604	PF10790	Protein of Unknown function (DUF2604)
DUF2605	PF10792	Protein of unknown function (DUF2605)
DUF2606	PF10794	Protein of unknown function (DUF2606)
DUF2607	PF10795	Protein of unknown function (DUF2607)
DUF2608	PF11019	Protein of unknown function (DUF2608)
DUF261	PF03196	Protein of unknown function, DUF261
DUF2610	PF11020	Domain of unknown function (DUF2610)
DUF2612	PF11041	Protein of unknown function (DUF2612)
DUF2613	PF11021	Protein of unknown function (DUF2613)
DUF2614	PF11023	Zinc-ribbon containing domain
DUF2615	PF11027	Protein of unknown function (DUF2615)
DUF2616	PF11077	Protein of unknown function (DUF2616)
DUF2617	PF10936	Protein of unknown function DUF2617
DUF2618	PF10940	Protein of unknown function (DUF2618)
DUF2619	PF10942	Protein of unknown function (DUF2619)
DUF262	PF03235	Protein of unknown function DUF262
DUF2620	PF10941	Protein of unknown function DUF2620
DUF2621	PF11084	Protein of unknown function (DUF2621)
DUF2623	PF11115	Protein of unknown function (DUF2623)
DUF2624	PF11116	Protein of unknown function (DUF2624)
DUF2625	PF10946	Protein of unknown function DUF2625
DUF2626	PF11117	Protein of unknown function (DUF2626)
DUF2627	PF11118	Protein of unknown function (DUF2627)
DUF2628	PF10947	Protein of unknown function (DUF2628)
DUF2630	PF10944	Protein of unknown function (DUF2630)
DUF2631	PF10939	Protein of unknown function (DUF2631)
DUF2632	PF10943	Protein of unknown function (DUF2632)
DUF2633	PF11119	Protein of unknown function (DUF2633)
DUF2634	PF10934	Protein of unknown function (DUF2634)
DUF2635	PF10948	Protein of unknown function (DUF2635)
DUF2637	PF10935	Protein of unknown function (DUF2637)
DUF2639	PF11121	Protein of unknown function (DUF2639)
DUF2642	PF10842	Protein of unknown function (DUF2642)
DUF2644	PF10841	Protein of unknown function (DUF2644)
DUF2645	PF10840	Protein of unknown function (DUF2645)
DUF2647	PF10839	Protein of unknown function (DUF2647)
DUF2649	PF10854	Protein of unknown function (DUF2649)
DUF2650	PF10853	Protein of unknown function (DUF2650)
DUF2651	PF10852	Protein of unknown function (DUF2651)
DUF2652	PF10851	Protein of unknown function (DUF2652)
DUF2653	PF10850	Protein of unknown function (DUF2653)
DUF2654	PF10849	Protein of unknown function (DUF2654)
DUF2655	PF10848	Protein of unknown function (DUF2655)
DUF2656	PF10847	Protein of unknown function (DUF2656)
DUF2659	PF10858	Protein of unknown function (DUF2659)
